77.90000, -0.00244, -0.07345
78.20700, -0.04028, -0.07345
78.20800, -0.04028, -0.07345
78.20900, -0.04028, -0.07345
78.21000, -0.04028, -0.07345
78.21100, -0.04150, -0.07345
78.21200, -0.04028, -0.07244
78.21300, -0.04028, -0.07004
78.21400, -0.04150, -0.07345
78.21500, -0.04150, -0.07004
78.21600, -0.04272, -0.07345
78.21700, -0.04395, -0.07004
78.21800, -0.04395, -0.07244
78.21900, -0.04395, -0.07244
78.22000, -0.04395, -0.07004
78.22100, -0.04395, -0.07345
78.22200, -0.04395, -0.07449
78.22300, -0.04272, -0.07345
78.22400, -0.04395, -0.07345
78.22500, -0.04395, -0.07244
78.22600, -0.04395, -0.07004
78.22700, -0.04272, -0.07345
78.22800, -0.04517, -0.07345
78.22900, -0.04517, -0.07244
78.23000, -0.04395, -0.07004
78.23100, -0.04395, -0.07345
78.23200, -0.04639, -0.07004
78.23300, -0.04517, -0.07345
78.23400, -0.04517, -0.07345
78.23500, -0.04639, -0.07004
78.23600, -0.04517, -0.07004
78.23700, -0.04517, -0.07004
78.23800, -0.04517, -0.07004
78.23900, -0.04395, -0.07345
78.24000, -0.04395, -0.07004
78.24100, -0.04395, -0.07004
78.24200, -0.04395, -0.07244
78.24300, -0.04150, -0.07004
78.24400, -0.04395, -0.07244
78.24500, -0.04395, -0.06907
78.24600, -0.04395, -0.07004
78.24700, -0.04395, -0.07449
78.24800, -0.04272, -0.07345
78.24900, -0.04028, -0.07244
78.25000, -0.04150, -0.06907
78.25100, -0.04150, -0.07244
78.25200, -0.04150, -0.07004
78.25300, -0.04150, -0.07244
78.25400, -0.04150, -0.07244
78.25500, -0.04150, -0.06661
78.25600, -0.04028, -0.07004
78.25700, -0.04028, -0.07345
78.25800, -0.03906, -0.07345
78.25900, -0.03906, -0.07345
78.26000, -0.03906, -0.07004
78.26100, -0.03906, -0.07004
78.26200, -0.03906, -0.07004
78.26300, -0.03906, -0.07004
78.26400, -0.03906, -0.07004
78.26500, -0.03662, -0.07004
78.26600, -0.03540, -0.07004
78.26700, -0.03540, -0.06907
78.26800, -0.03540, -0.07244
78.26900, -0.03540, -0.06907
78.27000, -0.03418, -0.07004
78.27100, -0.03418, -0.06661
78.27200, -0.03418, -0.07004
78.27300, -0.03540, -0.07004
78.27400, -0.03296, -0.07244
78.27500, -0.03296, -0.06907
78.27600, -0.03296, -0.07004
78.27700, -0.03296, -0.07004
78.27800, -0.03296, -0.06907
78.27900, -0.03174, -0.07345
78.28000, -0.03174, -0.07004
78.28100, -0.03052, -0.07004
78.28200, -0.03052, -0.06907
78.28300, -0.02930, -0.07004
78.28400, -0.02930, -0.06907
78.28500, -0.02930, -0.07244
78.28600, -0.02930, -0.07004
78.28700, -0.02686, -0.07004
78.28800, -0.02808, -0.06907
78.28900, -0.02808, -0.07004
78.29000, -0.02686, -0.06661
78.29100, -0.02563, -0.07004
78.29200, -0.02563, -0.06569
78.29300, -0.02563, -0.06907
78.29400, -0.02563, -0.06907
78.29500, -0.02563, -0.07004
78.29600, -0.02563, -0.07004
78.29700, -0.02563, -0.07104
78.29800, -0.02563, -0.06569
78.29900, -0.02441, -0.07004
78.30000, -0.02441, -0.06907
78.30100, -0.02319, -0.06661
78.30200, -0.02441, -0.07004
78.30300, -0.02441, -0.07004
78.30400, -0.02319, -0.07004
78.30500, -0.02197, -0.07004
78.30600, -0.02319, -0.06661
78.30700, -0.02075, -0.06661
78.30800, -0.02075, -0.06661
78.30900, -0.02075, -0.06907
78.31000, -0.02075, -0.06907
78.31100, -0.01953, -0.06569
78.31200, -0.01831, -0.06907
78.31300, -0.01953, -0.06907
78.31400, -0.01953, -0.06907
78.31500, -0.01953, -0.06907
78.31600, -0.01953, -0.06907
78.31700, -0.01709, -0.06907
78.31800, -0.01953, -0.06907
78.31900, -0.01709, -0.06907
78.32000, -0.01709, -0.06907
78.32100, -0.01709, -0.07004
78.32200, -0.01709, -0.07004
78.32300, -0.01709, -0.06661
78.32400, -0.01709, -0.07004
78.32500, -0.01465, -0.06569
78.32600, -0.01465, -0.06661
78.32700, -0.01587, -0.06813
78.32800, -0.01587, -0.06569
78.32900, -0.01343, -0.06569
78.33000, -0.01465, -0.06907
78.33100, -0.01343, -0.06661
78.33200, -0.01343, -0.06661
78.33300, -0.01343, -0.06569
78.33400, -0.01343, -0.06661
78.33500, -0.01221, -0.06907
78.33600, -0.00977, -0.06569
78.33700, -0.00977, -0.06907
78.33800, -0.01099, -0.06907
78.33900, -0.00977, -0.06907
78.34000, -0.01099, -0.06569
78.34100, -0.01099, -0.06907
78.34200, -0.00977, -0.06907
78.34300, -0.00977, -0.06907
