1845.331000, -0.008545, 0.186059
1845.336000, -0.010986, 0.183357
1845.341000, -0.010986, 0.180924
1845.346000, -0.009766, 0.186059
1845.351000, -0.010986, 0.183357
1845.356000, -0.013428, 0.180924
1845.361000, -0.013428, 0.183357
1845.366000, -0.013428, 0.186059
1845.371000, -0.014648, 0.186059
1845.376000, -0.013428, 0.186059
1845.381000, -0.013428, 0.186059
1845.386000, -0.015869, 0.186059
1845.391000, -0.014648, 0.186059
1845.396000, -0.013428, 0.183357
1845.401000, -0.013428, 0.186059
1845.406000, -0.013428, 0.180924
1845.411000, -0.013428, 0.180924
1845.416000, -0.014648, 0.180924
1845.421000, -0.013428, 0.181235
1845.426000, -0.014648, 0.183357
1845.431000, -0.013428, 0.185843
1845.436000, -0.012207, 0.188708
1845.441000, -0.014648, 0.186059
1845.446000, -0.013428, 0.180924
1845.451000, -0.014648, 0.180924
1845.456000, -0.014648, 0.183357
1845.461000, -0.014648, 0.183357
1845.466000, -0.012207, 0.180924
1845.471000, -0.013428, 0.186059
1845.476000, -0.012207, 0.186059
1845.481000, -0.010986, 0.183621
1845.486000, -0.012207, 0.180924
1845.491000, -0.010986, 0.180924
1845.496000, -0.010986, 0.183357
1845.501000, -0.012207, 0.186059
1845.506000, -0.010986, 0.186059
1845.511000, -0.012207, 0.188549
1845.516000, -0.012207, 0.185843
1845.521000, -0.009766, 0.180924
1845.526000, -0.010986, 0.180924
1845.531000, -0.010986, 0.183357
1845.536000, -0.008545, 0.180924
1845.541000, -0.010986, 0.186059
1845.546000, -0.009766, 0.183357
1845.551000, -0.009766, 0.183621
1845.556000, -0.008545, 0.183621
1845.561000, -0.009766, 0.183357
1845.566000, -0.010986, 0.180924
1845.571000, -0.009766, 0.186059
1845.576000, -0.010986, 0.186059
1845.581000, -0.009766, 0.186059
1845.586000, -0.009766, 0.186059
1845.591000, -0.010986, 0.180924
1845.596000, -0.012207, 0.180924
1845.601000, -0.010986, 0.180924
1845.606000, -0.009766, 0.183621
1845.611000, -0.013428, 0.183357
1845.616000, -0.012207, 0.183357
1845.621000, -0.012207, 0.183621
1845.626000, -0.013428, 0.186059
1845.631000, -0.015869, 0.186059
1845.636000, -0.014648, 0.186059
1845.641000, -0.014648, 0.186059
1845.646000, -0.017090, 0.183357
1845.651000, -0.017090, 0.186059
1845.656000, -0.017090, 0.183357
1845.661000, -0.019531, 0.183357
1845.666000, -0.018311, 0.186059
1845.671000, -0.020752, 0.183621
1845.676000, -0.023193, 0.183357
1845.681000, -0.023193, 0.185843
1845.686000, -0.026855, 0.186059
1845.691000, -0.025635, 0.183621
1845.696000, -0.028076, 0.183357
1845.701000, -0.029297, 0.186059
1845.706000, -0.030518, 0.186059
1845.711000, -0.030518, 0.183621
1845.716000, -0.032959, 0.186059
1845.721000, -0.034180, 0.183621
1845.726000, -0.036621, 0.186059
1845.731000, -0.039062, 0.186059
1845.736000, -0.040283, 0.186059
1845.741000, -0.043945, 0.183621
1845.746000, -0.045166, 0.186059
1845.751000, -0.050049, 0.183621
1845.756000, -0.051270, 0.183621
1845.761000, -0.056152, 0.186059
1845.766000, -0.059814, 0.183357
1845.771000, -0.067139, 0.183621
1845.776000, -0.070801, 0.186059
1845.781000, -0.073242, 0.186059
1845.786000, -0.078125, 0.183357
1845.791000, -0.081787, 0.183621
1845.796000, -0.087891, 0.188549
1845.801000, -0.091553, 0.183357
1845.806000, -0.096436, 0.186059
1845.811000, -0.103760, 0.188549
1845.816000, -0.106201, 0.191202
1845.821000, -0.112305, 0.188708
1845.826000, -0.117187, 0.188708
1845.831000, -0.120850, 0.188549
1845.836000, -0.128174, 0.186059
1845.841000, -0.133057, 0.188708
1845.846000, -0.139160, 0.188549
1845.851000, -0.145264, 0.191202
1845.856000, -0.151367, 0.191202
1845.861000, -0.156250, 0.188708
1845.866000, -0.166016, 0.191202
1845.871000, -0.173340, 0.191202
1845.876000, -0.183105, 0.193749
1845.881000, -0.190430, 0.191202
1845.886000, -0.201416, 0.191202
1845.891000, -0.212402, 0.188708
1845.896000, -0.223389, 0.191202
1845.901000, -0.233154, 0.191202
1845.906000, -0.244141, 0.191202
1845.911000, -0.256348, 0.198950
1845.916000, -0.266113, 0.193802
1845.921000, -0.275879, 0.196350
1845.926000, -0.285645, 0.196350
1845.931000, -0.296631, 0.196350
1845.936000, -0.308838, 0.201497
1845.941000, -0.318603, 0.196350
1845.946000, -0.329590, 0.198950
