519.398	0.509033	-0.404244
519.399	0.510254	-0.404244
519.4	0.510254	-0.407593
519.401	0.511475	-0.407593
519.402	0.510254	-0.407396
519.403	0.510254	-0.404244
519.404	0.510254	-0.404091
519.405	0.507812	-0.404244
519.406	0.509033	-0.407396
519.407	0.509033	-0.407593
519.408	0.510254	-0.404244
519.409	0.509033	-0.404244
519.41	0.507812	-0.404091
519.411	0.507812	-0.404244
519.412	0.506592	-0.404091
519.413	0.509033	-0.404091
519.414	0.506592	-0.404091
519.415	0.507812	-0.404091
519.416	0.506592	-0.407396
519.417	0.506592	-0.407593
519.418	0.505371	-0.407593
519.419	0.501709	-0.407593
519.42	0.501709	-0.407593
519.421	0.500488	-0.404091
519.422	0.500488	-0.400782
519.423	0.500488	-0.407396
519.424	0.499268	-0.404244
519.425	0.496826	-0.407593
519.426	0.498047	-0.407396
519.427	0.494385	-0.407396
519.428	0.493164	-0.404244
519.429	0.494385	-0.404244
519.43	0.493164	-0.404091
519.431	0.490723	-0.404091
519.432	0.490723	-0.404091
519.433	0.490723	-0.407396
519.434	0.490723	-0.407593
519.435	0.491943	-0.407396
519.436	0.491943	-0.404244
519.437	0.489502	-0.407593
519.438	0.489502	-0.404091
519.439	0.490723	-0.407593
519.44	0.489502	-0.404244
519.441	0.488281	-0.404091
519.442	0.488281	-0.400891
519.443	0.48706	-0.400782
519.444	0.48584	-0.404244
519.445	0.48584	-0.404091
519.446	0.48584	-0.407593
519.447	0.484619	-0.407593
519.448	0.484619	-0.404091
519.449	0.484619	-0.407593
519.45	0.484619	-0.404091
519.451	0.483398	-0.404091
519.452	0.482178	-0.404091
519.453	0.480957	-0.404091
519.454	0.479736	-0.400782
519.455	0.479736	-0.404244
519.456	0.478516	-0.404401
519.457	0.477295	-0.404244
519.458	0.476074	-0.407593
519.459	0.474853	-0.404244
519.46	0.473633	-0.407593
519.461	0.473633	-0.404091
519.462	0.472412	-0.404091
519.463	0.469971	-0.400782
519.464	0.471191	-0.404091
519.465	0.46875	-0.407593
519.466	0.467529	-0.407593
519.467	0.466309	-0.407593
519.468	0.466309	-0.407396
519.469	0.465088	-0.404244
519.47	0.463867	-0.404091
519.471	0.462646	-0.407396
519.472	0.462646	-0.404244
519.473	0.462646	-0.404244
519.474	0.462646	-0.404244
519.475	0.462646	-0.404244
519.476	0.461426	-0.404091
519.477	0.460205	-0.404244
519.478	0.460205	-0.404244
519.479	0.458984	-0.404091
519.48	0.458984	-0.407396
519.481	0.457764	-0.404091
519.482	0.458984	-0.404091
519.483	0.458984	-0.407396
519.484	0.458984	-0.407593
519.485	0.456543	-0.404244
519.486	0.455322	-0.407396
519.487	0.454102	-0.404244
519.488	0.454102	-0.404244
519.489	0.452881	-0.404244
519.49	0.45166	-0.404091
519.491	0.45166	-0.400891
519.492	0.450439	-0.404091
519.493	0.45166	-0.400782
519.494	0.45166	-0.404091
519.495	0.452881	-0.404401
519.496	0.450439	-0.407396
519.497	0.449219	-0.404401
519.498	0.449219	-0.407396
519.499	0.449219	-0.407593
519.5	0.446777	-0.407396
519.501	0.445557	-0.404244
519.502	0.445557	-0.407396
519.503	0.444336	-0.404091
519.504	0.443115	-0.404091
519.505	0.443115	-0.407396
519.506	0.443115	-0.404091
519.507	0.441894	-0.404244
519.508	0.440674	-0.400782
519.509	0.440674	-0.407593
519.51	0.439453	-0.407396
519.511	0.439453	-0.404244
519.512	0.438232	-0.404244
519.513	0.437012	-0.404091
519.514	0.437012	-0.404091
519.515	0.437012	-0.407396
519.516	0.437012	-0.404244
519.517	0.435791	-0.407593
519.518	0.43457	-0.404244
519.519	0.43335	-0.404091
519.52	0.432129	-0.407593
519.521	0.43335	-0.407396
519.522	0.43457	-0.407593
519.523	0.432129	-0.407593
519.524	0.430908	-0.404244
519.525	0.430908	-0.404244
519.526	0.430908	-0.404244
519.527	0.429687	-0.404244
519.528	0.430908	-0.404244
519.529	0.429687	-0.404091
519.53	0.429687	-0.404244
519.531	0.428467	-0.404091
519.532	0.427246	-0.407795
519.533	0.427246	-0.407593
519.534	0.427246	-0.407396
519.535	0.426025	-0.407396
519.536	0.426025	-0.404091
519.537	0.426025	-0.404091
519.538	0.426025	-0.404091
519.539	0.426025	-0.404091
519.54	0.423584	-0.404091
519.541	0.423584	-0.407396
519.542	0.423584	-0.407593
519.543	0.423584	-0.404244
519.544	0.423584	-0.404244
519.545	0.423584	-0.407396
519.546	0.422363	-0.404091
519.547	0.421143	-0.407593
519.548	0.421143	-0.404091
519.549	0.421143	-0.404091
519.55	0.421143	-0.407396
519.551	0.421143	-0.407593
519.552	0.419922	-0.407396
519.553	0.419922	-0.404244
519.554	0.418701	-0.407593
519.555	0.41748	-0.407396
519.556	0.415039	-0.407396
519.557	0.415039	-0.404091
519.558	0.413818	-0.404091
519.559	0.415039	-0.407396
519.56	0.415039	-0.404244
519.561	0.413818	-0.407593
519.562	0.413818	-0.404244
519.563	0.411377	-0.407593
519.564	0.412598	-0.407396
519.565	0.410156	-0.407396
519.566	0.411377	-0.407396
519.567	0.411377	-0.404091
519.568	0.411377	-0.407593
519.569	0.410156	-0.404244
519.57	0.410156	-0.407593
519.571	0.408936	-0.407396
519.572	0.407715	-0.404244
519.573	0.407715	-0.404091
519.574	0.407715	-0.404244
519.575	0.405273	-0.404244
519.576	0.406494	-0.404091
519.577	0.405273	-0.407396
519.578	0.404053	-0.407593
519.579	0.402832	-0.407396
519.58	0.401611	-0.407396
519.581	0.401611	-0.404091
519.582	0.400391	-0.407593
519.583	0.39917	-0.407396
519.584	0.397949	-0.407593
519.585	0.397949	-0.410695
519.586	0.396728	-0.407593
519.587	0.396728	-0.407593
519.588	0.395508	-0.407593
519.589	0.395508	-0.410936
519.59	0.395508	-0.404091
519.591	0.393066	-0.400782
519.592	0.393066	-0.407593
519.593	0.391846	-0.407396
519.594	0.391846	-0.407593
519.595	0.391846	-0.407593
519.596	0.390625	-0.407593
519.597	0.386963	-0.407593
519.598	0.386963	-0.404091
519.599	0.385742	-0.407593
519.6	0.385742	-0.407396
519.601	0.383301	-0.410695
519.602	0.38208	-0.410695
519.603	0.380859	-0.407593
519.604	0.38208	-0.404091
519.605	0.379639	-0.404244
519.606	0.377197	-0.404091
519.607	0.377197	-0.407396
519.608	0.377197	-0.404091
519.609	0.375977	-0.407593
519.61	0.374756	-0.407593
519.611	0.373535	-0.407396
519.612	0.373535	-0.410936
519.613	0.373535	-0.407396
519.614	0.372314	-0.407593
519.615	0.372314	-0.407396
519.616	0.372314	-0.407593
519.617	0.368652	-0.407396
519.618	0.368652	-0.410936
519.619	0.367432	-0.410695
519.62	0.367432	-0.410695
519.621	0.366211	-0.407396
519.622	0.36499	-0.404091
519.623	0.363769	-0.407396
519.624	0.362549	-0.407396
519.625	0.360107	-0.407593
519.626	0.361328	-0.407593
519.627	0.358887	-0.407593
519.628	0.357666	-0.407396
519.629	0.356445	-0.407396
519.63	0.356445	-0.407396
519.631	0.355225	-0.407396
519.632	0.356445	-0.407396
519.633	0.354004	-0.407396
519.634	0.352783	-0.410936
519.635	0.351562	-0.410936
519.636	0.349121	-0.407593
519.637	0.3479	-0.410936
519.638	0.3479	-0.410936
519.639	0.345459	-0.404244
519.64	0.345459	-0.407593
519.641	0.343018	-0.407396
519.642	0.341797	-0.410695
519.643	0.340576	-0.407593
519.644	0.340576	-0.410936
519.645	0.336914	-0.407396
519.646	0.336914	-0.407396
519.647	0.335693	-0.407396
519.648	0.335693	-0.410695
519.649	0.332031	-0.410936
519.65	0.332031	-0.410936
519.651	0.32959	-0.410936
519.652	0.330811	-0.407396
519.653	0.327148	-0.407396
519.654	0.325928	-0.407593
519.655	0.324707	-0.407593
519.656	0.322266	-0.407593
519.657	0.323486	-0.407396
519.658	0.321045	-0.407396
519.659	0.321045	-0.407396
519.66	0.318603	-0.407593
519.661	0.317383	-0.410936
519.662	0.316162	-0.410936
519.663	0.314941	-0.410695
519.664	0.313721	-0.410695
519.665	0.313721	-0.410936
519.666	0.313721	-0.410695
519.667	0.3125	-0.410695
519.668	0.310059	-0.410936
519.669	0.310059	-0.410936
519.67	0.307617	-0.410936
519.671	0.306396	-0.407593
519.672	0.305176	-0.407396
519.673	0.303955	-0.407593
519.674	0.303955	-0.407396
519.675	0.301514	-0.407396
519.676	0.300293	-0.407593
519.677	0.301514	-0.407396
519.678	0.300293	-0.407593
519.679	0.296631	-0.410936
519.68	0.296631	-0.410936
519.681	0.296631	-0.410936
519.682	0.299072	-0.410695
519.683	0.29541	-0.410695
519.684	0.29541	-0.407593
519.685	0.29541	-0.410695
519.686	0.297852	-0.410936
519.687	0.296631	-0.407593
519.688	0.297852	-0.410936
519.689	0.296631	-0.410936
519.69	0.296631	-0.410695
519.691	0.297852	-0.410936
519.692	0.297852	-0.410936
519.693	0.297852	-0.407396
519.694	0.297852	-0.410695
519.695	0.297852	-0.407593
519.696	0.297852	-0.407396
519.697	0.29541	-0.410936
519.698	0.296631	-0.407396
519.699	0.296631	-0.413989
519.7	0.29541	-0.407396
519.701	0.294189	-0.410695
519.702	0.296631	-0.410936
519.703	0.296631	-0.410936
519.704	0.296631	-0.410695
519.705	0.294189	-0.410936
519.706	0.292969	-0.407396
519.707	0.292969	-0.407396
519.708	0.292969	-0.407396
519.709	0.294189	-0.407204
519.71	0.294189	-0.407593
519.711	0.291748	-0.410936
519.712	0.290527	-0.410936
519.713	0.290527	-0.410936
519.714	0.290527	-0.407396
519.715	0.291748	-0.410695
519.716	0.290527	-0.410695
519.717	0.289307	-0.410695
519.718	0.290527	-0.410936
519.719	0.289307	-0.413989
519.72	0.289307	-0.410936
519.721	0.288086	-0.410936
519.722	0.286865	-0.410936
519.723	0.285645	-0.407593
519.724	0.284424	-0.407396
519.725	0.285645	-0.407396
519.726	0.284424	-0.407593
519.727	0.283203	-0.407396
519.728	0.284424	-0.410695
519.729	0.284424	-0.410936
519.73	0.283203	-0.410936
519.731	0.284424	-0.410936
519.732	0.281982	-0.414273
519.733	0.281982	-0.410695
519.734	0.280762	-0.410936
519.735	0.281982	-0.410695
519.736	0.281982	-0.414273
519.737	0.279541	-0.410936
519.738	0.279541	-0.407396
519.739	0.280762	-0.410936
519.74	0.280762	-0.410936
519.741	0.27832	-0.410936
519.742	0.279541	-0.407396
519.743	0.279541	-0.407396
519.744	0.27832	-0.410695
519.745	0.279541	-0.407593
519.746	0.279541	-0.410695
519.747	0.279541	-0.410695
519.748	0.279541	-0.410936
519.749	0.27832	-0.410936
519.75	0.27832	-0.410936
519.751	0.279541	-0.407396
519.752	0.279541	-0.410695
519.753	0.280762	-0.410936
519.754	0.280762	-0.407396
519.755	0.283203	-0.410936
519.756	0.283203	-0.410936
519.757	0.283203	-0.410936
519.758	0.284424	-0.410936
519.759	0.284424	-0.410695
519.76	0.285645	-0.407593
519.761	0.285645	-0.410695
519.762	0.285645	-0.407396
519.763	0.285645	-0.410695
519.764	0.285645	-0.413989
519.765	0.286865	-0.410695
519.766	0.286865	-0.414273
519.767	0.285645	-0.414273
519.768	0.288086	-0.410695
519.769	0.289307	-0.410936
519.77	0.289307	-0.410695
519.771	0.290527	-0.410936
519.772	0.289307	-0.410695
519.773	0.289307	-0.410936
519.774	0.290527	-0.410936
519.775	0.291748	-0.410936
519.776	0.290527	-0.410695
519.777	0.291748	-0.410936
519.778	0.291748	-0.410695
519.779	0.294189	-0.410695
519.78	0.294189	-0.410695
519.781	0.294189	-0.413989
519.782	0.294189	-0.414273
519.783	0.29541	-0.413989
519.784	0.29541	-0.414273
519.785	0.29541	-0.414273
519.786	0.297852	-0.414273
519.787	0.296631	-0.413989
519.788	0.296631	-0.410695
519.789	0.297852	-0.410695
519.79	0.297852	-0.410695
519.791	0.296631	-0.410936
519.792	0.296631	-0.410695
519.793	0.297852	-0.414273
519.794	0.29541	-0.410936
519.795	0.297852	-0.410695
519.796	0.29541	-0.413989
519.797	0.296631	-0.410695
519.798	0.294189	-0.414273
519.799	0.294189	-0.413989
519.8	0.29541	-0.414273
519.801	0.29541	-0.413989
519.802	0.29541	-0.414566
519.803	0.29541	-0.414273
519.804	0.29541	-0.413989
519.805	0.296631	-0.413989
519.806	0.29541	-0.413989
519.807	0.294189	-0.410936
519.808	0.294189	-0.413989
519.809	0.294189	-0.410936
519.81	0.294189	-0.414273
519.811	0.29541	-0.414273
519.812	0.294189	-0.414273
519.813	0.296631	-0.410936
519.814	0.29541	-0.413989
519.815	0.29541	-0.413989
519.816	0.29541	-0.413989
519.817	0.29541	-0.417275
519.818	0.29541	-0.413989
519.819	0.29541	-0.413989
519.82	0.294189	-0.417603
519.821	0.292969	-0.410695
519.822	0.292969	-0.410695
519.823	0.292969	-0.410936
519.824	0.291748	-0.410695
519.825	0.292969	-0.413989
519.826	0.292969	-0.414273
519.827	0.291748	-0.414273
519.828	0.290527	-0.414273
519.829	0.290527	-0.410695
519.83	0.290527	-0.413989
519.831	0.289307	-0.413989
519.832	0.288086	-0.413989
519.833	0.288086	-0.417275
519.834	0.286865	-0.417275
519.835	0.286865	-0.414273
519.836	0.285645	-0.414273
519.837	0.286865	-0.414273
519.838	0.284424	-0.413989
519.839	0.283203	-0.413989
519.84	0.283203	-0.410695
519.841	0.281982	-0.413989
519.842	0.280762	-0.413989
